raw,labels,processed
aku punya tahap confident lvl tu en sampai tahap nak tulis benda simple in english pun aku google translate dulu nampak ,-1,punya tahap confident lvl en tahap tulis benda simple english google translate menampak
"gudang lawas ini beralamat di jalan pandu nomor 30 , dari luar hanya terlihat seperti rumah biasa , lebih seperti tempat tinggal . namun setelah masuk ke dalam sangat terasa sekali atmosfer nuansa lawas nya , di dalam nya dipenuhi barang-barang kuno antik layaknya rumah kayu jaman dulu . unik nya lagi , cafe atau resto dengan konsep rumah kayu identik dengan makanan sunda atau makanan tradisional .",1,gudang lawas beralamat jalan pandu nomor luar terlihat rumah tempat tinggal masuk terasa atmosfer nuansa lawas dipenuhi barang barang kuno antik layaknya rumah kayu jaman unik cafe resto konsep rumah kayu identik makanan sunda makanan tradisional
presiden gagal .. ? menyindir pak nih ? wah . parah . lau presiden sekarang masih dibilang gagal ? berarti anda kurang piknik . atau mungkin kebencian sudah berkarat di hati anda . tidak bisa melihat suatu kemajuan . jadi dianggap smua nya gagal .. !!,-1,presiden gagal menyindir pak parah kau presiden dibilang gagal berarti kurang piknik kebencian berkarat hati melihat kemajuan jadi dianggap gagal
"jangan karena tak puas dengan kepemimpinan dulu . mantan menteri , mantan parpol di setgab , mantan ormas agama pendukung , dan lain-lain mendadak serang sby . dulu , saat gusdur bertengkar dengan keluarga nya . sby bijak tahu diri . soal syiah , ahmadiyah , hti , fpi , dll. sby maksimal berkerja .",1,puas kepemimpinan mantan menteri mantan partai politik setgab mantan ormas agama pendukung mendadak serang surabaya gusdur bertengkar keluarga surabaya bijak tahu soal syiah ahmadiyah hti fpi dan lain-lain surabaya maksimal berkerja
rindukan birthday boy punya harimau pose kita tunggu di asian para games di jakarta nanti kamiluarbiasa htt ,-1,rindukan birthday boy punya harimau pose tunggu asian games jakarta kamiluarbiasa htt
aku betul betul nak mintak bantuan korangemua untuk cari haji loqman bin haji azli ni mugkin korang tak kenal tapi mugkin ,-1,betul betul mintak bantuan korangemua untuk cari haji loqman bin haji azli mugkin korang kenal mugkin
semoga diproduksi massal bertahap imun infeksi virus negara vaksin meningitis vaksin covid,-1,semoga diproduksi al bertahap imun infeksi virus negara vaksin meningitis vaksin covid
"tidak terbayang nanti ada fraksi di senayan , anggota nya anak zaman sekarang semua yang di awal pergi ke gedung dpr , masih pada bau keringat karena his desak-desak di angkot dan transjakarta , tapi tahun berikut nya , berubah drastis pada punya kendaraan mewah dan tulis bergaya kekinian .",-1,terbayang fraksi senayan anggota anak zaman awal pergi gedung dewan perwakilan rakyat bau keringat his desak desak angkot transjakarta tahun berikut berubah drastis punya kendaraan mewah tulis bergaya kekinian
"makanan nya di sini enak roti bakar nya , tambahan nya keju dan coklat nya melimpah ruah , selain itu indomie keju telor kornet nya juara banget .",1,makanan enak roti bakar tambahan keju coklat melimpah ruah indomie keju telor kornet juara banget
ahahahaha thank you rindunya bed time story yang akan berakhir dgn dedua senyap hahaha battery habis smlm aft ,1,ahahahaha thank you rindunya bed time story berakhir dedua senyap hahaha battery habis smlm aft
kita tenggelamkan sampai 3 kali pdip di pilgub sumut . tiada maaf bagi mu yang membela ahok si penista agama dan memusuhi ulama .,-1,tenggelamkan kali pdip pilgub sumut tiada maaf mu membela ahok penista agama memusuhi ulama
"mi avon salah satu resto mi yang sudah lama sekali berdiri , salah satu tempat yang selalu saya ku njungi bila berada di bandung karena rasanya sangat enak , porsi mi avon ini sangat banyak sehingga seporsi nya bisa untuk 2 orang",1,mi avon salah satu resto mi berdiri salah satu tempat ku njungi berada bandung rasanya enak porsi mi avon seporsi untuk orang
"enak , lumayan harga nya , ikan bakar nya sama karedok nya top banget , parkir luas , ada saung nya tenang nyaman dan sejuk",1,enak lumayan harga ikan bakar karedok top banget parkir luas saung tenang nyaman sejuk
"rendang makanan terenak di dunia bersama nasi goreng di urutan 2 mengalahkan dimsum pecking china , mantap .",1,rendang makanan terenak dunia nasi goreng urutan mengalahkan dimsum pecking china mantap
"saya dan isteri berkunjung ke tempat ini sekaligus menginap di penginapan sapu lidi . kami makan malam di restoran ini . tempat ini menawarkan hidangan yang cukup menggugah selera dan memiliki suasana yang sangat baik . jika dilihat dari harga , rasanya cukup sesuai dengan suasana yang ditawarkan .",1,isteri berkunjung tempat menginap penginapan sapu lidi makan malam restoran tempat menawarkan hidangan cukup menggugah selera memiliki suasana baik dilihat harga rasanya cukup sesuai suasana ditawarkan
ora aku malah mimpi jerawaten mba aku wediii ketone aku luih wedi jerawaten timbang reti mereka berdekatan ,-1,mimpi jerawaten mbak wedi ketone luih wedi jerawaten timbang reti berdekatan
gus sy blm bs hapus pilu krn kehilangan teman terbaik kena kanker paru seandainya wkt bs diulang hal plg k ,-1,gus hapus pilu kehilangan teman terbaik kena kanker paru seandainya waktu diulang
"tadi siang baru saja cobalah makan di nom nom eatery . berbekal ulasan dari trip advisor dan google maps , sampailah saya berjalan kaki dari gedung sate ke nom nom eatery . pas mau masuk resto nya , agak ragu-ragu , karena sepi banget untuk ukuran kafe di hari minggu dan makan siang tim . saya sampai ternyata tempat nya asik banget .",1,siang cobalah makan nom nom eatery berbekal ulasan trip advisor google maps sampailah berjalan kaki gedung sate nom nom eatery pas masuk resto ragu ragu sepi banget untuk ukuran kafe minggu makan siang tim ternyata tempat asik banget
kalau jadi atasan gausah sombong2 deh menindas karyawan apa kamu langsung jadi milyuner melarang orang ga masuk karena ada ,-1,jadi atasan tidak usah sombong deh menindas karyawan langsung jadi milyuner melarang orang masuk
"rasanya sekarang tidak seenak dulu-dulu . biasa saja . begitu bayar . jantung rasanya mau copot ! untuk makan mi cuma 10 mangkok , 3 polos 7 plus tambahan bisa pilih : bakso goreng , babat , bakso , pangsit harus merogoh uang 500.000 lebih . gila ! setelah ditanya yang polos 35.000 yang plus 50.000 itu belum ppn . gila !",-1,rasanya seenak bayar jantung rasanya copot untuk makan mi mangkok polos plus tambahan pilih bakso goreng babat bakso pangsit merogoh uang gila ditanya polos plus ppn gila
"sangat bagus pemandangan dan sangat sangat delicious makanan ramah staf dengan ms . aisyah , pelayanan nya sangat bagus sangat memuaskan dari segi pemandangan tempat , indah sekali bisa melihat pemandangan bandung dimalam hari dari segi makanan . its teh terbaik ! makanan nya enak sekali tidak menyesal untuk datang ke sini .",1,bagus pemandangan delicious makanan ramah staf aisyah pelayanan bagus memuaskan segi pemandangan tempat indah melihat pemandangan bandung dimalam segi makanan its kakak perempuan terbaik makanan enak menyesal untuk datang
"kecewa berat di expo ini , tidak sama info antar booth . di booth tidak bisa beli tix 4 orang dalam 1 kode pesan , padahal saya antrean nomor 1 . smr di booth padiciti bisa tapi jadi nya saya antrean jauh dibelakang karena pindah booth .",-1,kecewa berat expo informasi booth booth beli tix orang kode pesan antrean nomor smr booth padiciti jadi antrean jauh dibelakang pindah booth
"mencari makanan rumah dan makanan penutup klasik di bandung , di sini tempat nya . menu utama nya adalah lotek , dengan rujak cuka , kolak pisang , dan cendol yang enak . biasanya saya memesan makan nasi dengan memilih daun pepaya , ayam rica .",1,mencari makanan rumah makanan penutup klasik bandung tempat menu utama lotek rujak cuka kolak pisang cendol enak memesan makan nasi memilih daun pepaya ayam rica
kami bersama keluarga ke kampung daun . di sini umum nya makanan khas sunda . ayam goreng ikan bakar atau goreng juga yamme .,1,keluarga kampung daun umum makanan khas sunda ayam goreng ikan bakar goreng yamme
"seperti yang kita tahu , brownies yang asli dari amerika adalah kue bantat yang memang berwarna cokelat . toko amanda mengkreasikan brownies dengan memasak nya secara mengukus . brownies kukus ini sama sekali tidak banget . tekstur nya malah sama dengan bolu biasa . jadi menurut saya , ini bukan brownies .",-1,tahu brownies asli amerika kue bantat berwarna cokelat toko amanda mengkreasikan brownies memasak secara mengukus brownies kukus banget tekstur bolu jadi menurut brownies
"rm ayam goreng brebes 1 , umum nya saya pesan ayam , gurame dan pete goreng , makanan nya oke oke cukup baik , hanya tempat kurang nyaman agak kotor .",-1,rm ayam goreng brebes umum pesan ayam gurame pete goreng makanan oke oke cukup baik tempat kurang nyaman kotor
"internetan dengan menggunakan indosat saya anggap sebagai ajang pendewasaan diri , lemah otak banget woy parah !",-1,internetan menggunakan indosat anggap ajang pendewasaan lemah otak banget woy parah
terletak di jalan braga restoran ini bisa menjadi alternatif buat keluarga pecinta makanan dengan selera berbeda . ala eropa dan indonesia . suasana bandung malam hari terwakili di sini . anak-anak juga senang karena bisa menikmati es krim dan orang tua bisa menikmati makan besar atau sekadar minum kopi,1,terletak jalan braga restoran menjadi alternatif keluarga pecinta makanan selera berbeda ala eropa indonesia suasana bandung malam terwakili anak anak senang menikmati es krim orang tua menikmati makan besar sekadar minum kopi
ayahku cuek pelit nyebelin kata orang wajahnya garang tp dulu pas aku tidur sembarangan ayah yg menggendon ,-1,ayahku cuek pelit menyebalkan kata orang wajahnya garang pas tidur sembarangan ayah menggendon
"baru tahu honda hari - v gh 1 taun 2000 dari , pas melihat di jalan tol ada mobil itu berasa wah banget __laugh__",1,tahu honda gh tahun pas melihat jalan tol mobil berasa banget laugh
"ular itu beracun , seperti apa pun bentuk nya dan kamu tidak boleh meremehkan meski pun ular itu cuma satu ekor saja . ular itu berbahaya di mana pun mereka berada . muslim juga seperti itu .",-1,ular beracun bentuk meremehkan ular satu ekor ular berbahaya berada muslim
aku bukan orang kelantan but sometimes muak jugak aku dengan tweet macam ni be more specific la mention orang tu better ca ,-1,orang kelantan but sometimes muak tweet be more specific mention orang better ca
"saya jarang makan steak yang benar-benar karena mahal . tapi di sini steak nya benar-benar dan harga terjangkau . wagyu nya mantap banget . layanan nya cepat , pelayan nya informatif dan ramah . bisa menjadi restoran langganan dan bawa tamu karena tidak bakal kecewa .",1,jarang makan steak benar benar mahal steak benar benar harga terjangkau wagyu mantap banget layanan cepat pelayan informatif ramah menjadi restoran langganan bawa tamu bakal kecewa
"makanan di sini menurut saya kurang enak ya , karena saya orang minang , saya tidak terlalu suka makanan sunda yang manis hehe",-1,makanan menurut kurang enak orang minang suka makanan sunda manis he
awal nya sih skeptis saja melihat warung ini tapi gara-gara harus menunggu travel ke jakarta akhirnya singgah deh ke sini warung upnormal di cihampelas . dan ternyata . bukan hanya mi saja yang jual . saya coba nasi goreng enak . pisang goreng karamel . jadi favorit deh . lalu makan beragam nasi lain di lain waktu ternyata enak . : dan harga nya ramah di dompet .,1,awal skeptis melihat warung gara gara menunggu travel jakarta singgah deh warung upnormal cihampelas ternyata mi jual coba nasi goreng enak pisang goreng karamel jadi favorit deh makan beragam nasi waktu ternyata enak harga ramah dompet
jap jap aku rasa benda ni salah kenapa eh bila dlm relationship semua nak salahkan lelaki apa perempuan ni mak ,-1,jap jap rasa benda salah eh relationship salahkan lelaki perempuan ibu
"pelayanan buruk , harga mahal . tidak sudi gue makan di tempat seperti begini . kantin kampus saja bisa gue komentarin apalagi restoran . tidak lagi-lagi deh .",-1,pelayanan buruk harga mahal sudi makan tempat kantin kampus komentari restoran deh
generasi milenial kata orangnya kritis kritis karena berdasarkan hasil survei 80 persen tidak percay ,-1,generasi milenial kata orangnya kritis kritis berdasarkan hasil survei persen percay
"konsep nya tempat nya unik , simpel , dan nyaman . persis nya di seberang jonas foto / belakang gedung sate . waitress - nya ramah dan nampaknya dilatih untuk mengingat pesanan tanpa mencatat . karena kami berempat , lumayan menantang jadi nya . pie jadi menu utama . tapi sajian lain juga cukup banyak variasi nya . termasuk salah satu menu nya ; roasted half baby chicken .",1,konsep tempat unik simpel nyaman persis seberang jonas foto belakang gedung sate waitre ramah nampaknya dilatih untuk mengingat pesanan mencatat berempat lumayan menantang jadi pie jadi menu utama sajian cukup variasi termasuk salah satu menu roasted half baby chicken
"bingung makan malam di bandung ? ke sini saja ! daerah cibadak , surga nya makanan duniawi . di sini tersedia macam-macam makanan . salah 1 nya roti dan bubur duti ini . kalau malam lapar . pasti ke sini buat recharge perut . nah . di sini ada roti dan bubur yang saya suka di bandung . roti lu pilih yang manis saja . dijamin tidak menyesal . kalau bubur . saya suka nya yang bubur pangsit .",1,bingung makan malam bandung daerah cibadak surga makanan duniawi tersedia makanan salah roti bubur duti malam lapar recharge perut roti bubur suka bandung roti pilih manis dijamin menyesal bubur suka bubur pangsit
"cupu nih laki-laki Jakarta yang tidak kasi tempat duduk untuk ibu hamil . payah saja , masa yang rela berdiri malah ibu-ibu . aneh . bikin kecewa saja .",-1,cupu laki laki jakarta tempat duduk untuk ibu hamil payah masa rela berdiri ibu ibu aneh kecewa
"data lengkap , jangan percaya kpk ini bohong . kasus ini di audit 10 tahun lalu dan sudah lengkap . karena habis itu ada audit aliran dana dengan tujuan khusus . kalau mau kan minta audit lagi . sudahlah . kasus century itu skandal melindungi elit tertentu .",-1,data lengkap percaya kpk bohong kasus audit tahun lengkap habis audit aliran dana tujuan khusus meminta audit kasus century skandal melindungi elit
