,tweet,labels
426,sangat kecewa sekali karena liga champions tidak disiarkan di channel-channel indihome baik channel lokal ataupun channel sports nya . seharusnya kalian perjuangkan hak siar itu karena pelanggan sudah bayar mahal . kecewa,-1
5057,seorang warga warakas mengaku menyesal pilih jokowi,-1
15988,of course aku kesah,-1
11978,"mereka menjajah , maka mereka harus diusir pulang , seperti belanda dan jepang ! kita rebut kembali nkri , bung !",-1
3158,"mampir ke kfc setelah anak-anak selesai main di kids play land . anak-anak suka banget makan kentang goreng , dan waktu melihat kfc , mereka minta makan di kfc saja . staf ramah dan bisa membantu memilih paket sesuai yang kita mau . ada 2 lantai dan waktu kami makan , sudah lewat jam makan siang sehingga tidak terlalu ramai .",1
18392,next final,1
2682,"toko kue ini sudah lama selalu menjadi toko kue favorit saya , sejak saya masih duduk di bangku sma , saat menjadi panitia 17 agustus , dan ditunjuk menjadi seksi konsumsi , maka pilihan pasti jatuh pada toko kue ini , bagaimana tidak dengan biaya 10 ribu saja per kotak sudah banyak kue yang kita dapat , dan ukuran nya kue nya pun relatif memuaskan , tidak terlalu kecil .",1
2859,"wisata yang memiliki beberapa ikon yang bisa dinikmati , seperti makan di restoran yang berada di tengah dan pinggiran danau , taman dan air sungai buatan yang indah yang bisa dijadikan ikon untuk berfoto , dan restoran yang berada di alam terbuka juga di sini terdapat arena tempat bermain anak-anak .",1
5760,jalan menuju kafe ini cukup menantang . karena melewati jalan kampung . sesaat sampai di lokasi . suasana nya sungguh menyejukkan rasa makanan di sini cukup enak . namun ku rrang sebanding dengan harga yang ditawarkan . hanya servis dan penyajian sangat baik dan profesional .,1
6143,dendam,-1
4418,"searti selalu jadi pilihan makan siang kalau ke cipaganti , tempat nya kalem , pelayananan nya bagus , rasanya enak dan harga nya masih terjangkau .",1
3399,"direkomendasikan penjual , cepat pelayanan dan bagus pengemasan",1
4662,untuk apa saya pilih jokowi dan agus . nanti malah bukan tambah maju indonesia . malah makin mundur gara-gara si agus .,-1
13151,ini engga ada yang bisa aku stalk apa ya ,-1
20021,nda seneng loooh malah sedih ndaiso dateng wkwk kamu ojo sek ya ntar ae pas aku wis dirumah wkwk,-1
2600,di restoran mandarin inii tempat nya makan makanan cina makanan . makanan nya standar makanan china sih . yang paling saya suka itu bangku cah hotplate nyata rasanya enak dan gurih . untuk satu keluarga memesan 3 atau 4 menu juga sudah cukup karena satu porsi makanan nya lumayan banyak,1
17280,dia ni aku masal ikan goreng kicap pun kata sedapnya haha itulah kalau org bekerja pastu lum lunch lg benda si ,1
9509,"terlesatan martabak dan brownies dalam sekali gigitan . dijamin ketagihan . apalagi yang rasa coklat kacang keju nya , ampun kriuk kacang nya beda banget dari yang lain . harga kisaran 25 - 35 ribu , cucok sama kantong kita-kita .",1
1685,islam harus dibasmi secepatnya biar punah,-1
2074,"setelah keliling mencari kafe yang nyaman dan sepi ahir nya kita pilih sierra kafe walaupun awal nya agak ragu karena super ramai banget mengingat ini malam minggu setelah masuk agak pusing melihat rame nya , hampir semua meja penuh , dan itu super ramai , akhirnya kita pilih duduk di semi di luar , pemandangan nya memang bagus cuma karena ramai jadi agak susah untuk tak foto yang bagus .",1
14982,snapchat can stick chat for 24hrs helo nak forever aku dah la pelupa member cerita semalam pun tak ingat dah,-1
17150,jika suatu saat nanti ada yang mencintai kamu dengan segenap hatinya jagalah dia baik baik teens abel,1
2589,"empuk daging nya , saus kacang nya juga rasanya sangat pas , benar-benar nikmat , harga nya juga tidak terlalu mahal , di bawah 50 ribu , makan berdua , sate nya seporsi , nasi dua , he he he",1
17880,walau seteruk amp tersasar mana pon kita tetaplah jaga solat 5 waktu kerana solat merupakan komunikasi kita dengan pencipta ,1
1713,"ramen yang ditawarkan di sini melebihi ekspektasi saya sebelumnya , rasanya sangat enak dibanding ramen lainnya di kota bandung . harga yang dipatok juga cukup masuk akal untuk rasa ramen yang juara .",1
21879,kalau kamu ingin sukses di dunia ini kejarlah passion mu bukan tagihanmu ,1
7662,"kami dalam perjalanan ke lembang dalam keadaan lapar . saat melihat saung pengkolan ini kami langsung berhenti untuk makan . kami memilih lesehan di lantai 2 sehingga mendapatkan pemandangan yang indah . pesanan kami adalah cumi goreng tepung , gurame goreng crispy , tumis genjer dan dua menu tahu yang saya lupa nama nya . secara keseluruhan tidak ada yang istimewa dari hidangan tersebut . mungkin pilihan saya . lanjutan",1
23132,keamanan vaksin corona uji klinik phase phase phase relawn menjalankan vaksin corona tidakada keluhan berat,-1
3906,"minggu lalu saya dan teman-teman makan malam di kafe ilalang bandung , sebuah restoran yang menyuguhkan hidangan tradisional khas bali dengan nuansa restoran yang juga bernuansa bali . kami memilih tempat makan lesehan yang nyaman . sebelumnya kami telah melakukan reservasi , dan dilayani dengan baik oleh staf resepsionis nya . menu yang disajikan cukup menarik , terutama bebek betutu bakar nya . sambal bek dan sate . lanjutan",1
7367,"setiap era kepemimpinan pasti punya kekurangan begitu juga dengan era nya pak de . tapi kalau di bandingkan kepemimpinan seorang dengan perbedaan nya jelas bagaikan bumi dan langit , sadar pak . sudah berapa proyek mangkrak dizaman bapak yang di selesaikan pak jokowi .. ??",-1
10207,"kalau asli mungkin kekuatan nya sama dengan baterai bawaan laptop , kekuatan baterai cuma sejam doang",-1
18564,halah palingan mereka yang bikin give away juga lo retweet kan ,-1
16404,haa aku merindukan rumahku di new york sana keluhnya ,-1
12143,"pelayanan pelanggan nya tolong dong di kondisikan , marah-marah mulu , saya tanya malah balik marah",-1
13759,kamu aja la ew,-1
22673,brisik kamu tupoksi,-1
784,"main game bosan , menonton film tidak ada yang menarik , buka medsos isi nya kebencian semua .",-1
8376,"restoran nya sangat menarik , unik dan memiliki salah satu masakan favorit saya sop iga , sangat lezat dan bersih .",1
8045,beli sabun sama shampo di ujenk harga nya mahal sekali,-1
21656,kalau kita belum kenal orang tu betul2 jangan kita nak memandai describe keburukan orng tu,-1
9038,"rm ayam goreng suharti berada di sisi kiri jalan . pastikan anda berada di jalan jalur kiri agar tidak terlewat . jika itu terjadi , anda harus memutar jalan yang searah . positif : ayam goreng suharti memiliki citarasa khas di mana pun anda membeli . jadi jaminan rasa tetap terjaga . ruang makan yang besar membuat anda nyaman menikmati makanan .",1
9114,"ya iya , partai itu isi nya semua orang yang ingin menghancurkan indonesia .",-1
110,"tempat nya sih biasa saja , tidak ada yang istimewa . bahkan menurut saya , tempat nya ini menjadi sedikit nilai minus untuk penilaian kali ini . parkir yang tidak terlalu luas serta dekorasi ruang makan yang biasa saja . tapi lain lagi kalau kita bicara soal makanan . karena untuk urusan ini , red. dipo punya banyak nilai plus . makanan nya bervariasi dengan rasa yang di atas rata-rata .",1
8698,replying to swasta pada ngawur nih acara nya film belum pda selesai malah sudah ganti film baru . benci,-1
20412,senjaku sendu kopiku beku anganku beribu inginku kamu ,1
10749,tidak sebanding,-1
16199,aku weird gila dengan kaun upin ipin ni bukan ke rumah tok dalang dengan rumah opah diaebelah je apa pasal bila perigi jauh je berjalan,-1
21897,apakah kamu ada penyakit alhamdulilah sehat ,1
19890,jika saat ini aku mengagumimu bak orang yang hebat dengan segala bakat yang kamu miliki maka kelak aku akan mengagu ,-1
8873,"api unggun bar and pizza merupakan salah satu yang restoran yang wajib dikunjungi saat anda berlibur ke lembang . tempat nya yang nyaman dengan suasana yang romantic akan membuat anda lebih menikmati santapan makan malam anda . berbagai varian menu bisa anda dapatkan di sini . bila anda menginginkan menu restoran kota yang cukup sulit ditemui di daerah lembang ini , anda bisa datang ke sini .",1
4003,saya hanya membayangkan jika urban fpi hti berkuasa di negeri ini : legalitas bunuh bunuh bakar bakar terhadap yang tidak disukai akan jadi kenyataan .,-1
3562,tempat makan yang bagus . dari restoran kita bisa menikmati pemandangan kota bandung . harga makanan agak mahal tapi rasa sangat enak . tempat ini cocok dikunjungi saat malam dengan lampu-lampu yang menerangi .,1
17001,jangan malakin aku brlum main drama udah di palakkin aja hasemeleh 3,-1
10143,"ikan mas dihidangkan dalam olah pepes , yakni dibungkus daun pisang setelah dilengkapi rempah-rempah dan dikukus . dinikmati saat panas menambah selera makan",1
22329,mereka kan anti mainstream mainstream club kaya ini disaat idol lain manis2 mereka aiguu gue geleng2 kepala aj ,-1
22479,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens rika,1
11056,dia sangat suka memesan ojek via grabbike,1
7711,"ahokers memang sudah gila . gara-gara gagal berpindah , orang yang sudah meninggal pun difitnah sama dia . sungguh terlalu !",-1
9295,"makan siang di sini bersama rombongan dalam perjalanan menuju lembang , dan makan siang lagi saat pulang kembali ke jakarta . makan terasa lebih nikmat beralas daun . ikan asin jambal enak , es teler sedap",1
823,"poko nya tetap cinta produk bandung daripada produk cina , kualitas nya oke banget !",1
8377,ini sebenarnya tantangan untuk komikus indonesia . hajar balik cuy . tidak usah pada bawa perasaan gitulah . hanya komik saja kok .,-1
5606,"sumpah , gue jadi ikutan goblok . eh . sebelum virus goblok semakin merasuk , saya mengaburkan diri dan terima kasih untuk . bos . gue enggak mau jadi ikutan goblok seperti yang sujud padahal kalah pilpres , gara-gara nonton tv oon ! foldedhands foldedhands winkingfacewithtongue foldedhands",-1
8243,"untuk khas dari resto ini menurut saya tidak ada , porsi nya kecil dan rasanya biasa saja . jangan datang saat jam makan , ramai nya bisa seperti pasar . terakhir kami datang berempat pesan kakap asam manis , fu yung hai , tahu tempe dan sayuran . tidak ada yang istimewa",-1
4874,"tengo rasa bubblegum rasanya kayak parfum , bikin eneng .",-1
8352,kak kok paket saya belum sampek nomor resi 030360019614718 padahal saya pakai jne yes lo dan itu 1 kota tapi sampek sekarang belum sampek juga,-1
18778,booth bongkar pasang rangka alumunium praktis danimpel bongkar pasang 1 menit rangka alumunium body multiplek ,1
22526,maaf kalo belom bisa ngajak kamu makan enak maaf belum bisa mengajak kamu jalan jalan ke tempat enak maaf kalo ak ,-1
6604,itu kan gua bilang apa kalau islam itu benar agama sesat . muslim tolol .,-1
12735,sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem ,-1
3782,"bakmoy mahmud ini makanan favorit saya dari kecil , letak nya di gang kalau tidak tahu tempat nya tinggal tanya tukang parkir di mahmud . kalau jam makan siang selalu penuh pengunjung",1
9254,"suasana kafe klasik dengan penerangan temaram . lokasi terletak di pinggir jalan , namun tidak terlalu ramai sehingga tidak bising . makanan yang disajikan enak dan pelayanan nya pun ramah .",1
20,"berbuka puasa di sini pada minggu lepas , pak supir yang mencadangkan tempat makan ini . makanan nya di sini sedap dan harga berpatutan . tempat nya luas dan cantik . rekomendasi too others to dine in here to rasa authentic sunda makanan indonesia .",1
9304,"sebagai warga jakarta dari lahir , senang sekali ada karena venue-venue di gbk bisa direnovasi ! sedih lho kondisi nya . kotor , tidak terawat , terlihat tua , pengap , dll. sempat heran , ya ampun ini lokasi nya strategis sekali , terkenal pula , tapi sangat miris .",-1
12314,kucin datang bawah meja mintak makanan kau bagi lah apa yang ada jangan sepak2 pulak dia tak datang seekor dia datang ber ,-1
20454,perasaan cewek itu lebih peka dari cowok jadi kalo kamu bohong sama cewek sebernarnya dia tau tapi dia cuma dia lebih memilih diam ,-1
17586,haahhaah takdelah sendu inshaallah tak kahkahkah yakin je aku haaaa takdenya takde takde ,1
7003,apa alasan nya nabi muhammad tidak boleh digambar ? takut beliau disembah ? siapa yang mau menyembah gambar ? pakai otak dong !,-1
11646,bosan dengan dunia ini yang penuh dengan kemunafikan,-1
6712,"sudah lama dibaned , kalau pakai telkom dan telkomsel , sedy ya : ... melete sih sudah dari 2012 wow",-1
224,restoran dengan konsep openair sehingga dapat melihat kota bandung . menikmati pemandangan dan udara terbuka,1
23245,vaksin virus corona hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan vaksin bernama merah putih dikembangkan eijkman strain virus corona,-1
6310,sumpah sedih banget kamera handphone jelek banget : tidak bisa bikin ancam yang bagus : menyesal beli handphone vivo yang ini,-1
14008,sekali aku dah tegur cukup mungkin dia nak berubah ke tak hal dia asalkan dah lepas tanggungjawabkan,-1
9002,saya coba yang di grand yogya kepatihan . lantai . 5 saya pesan bakso malang super komplet . rasanya enak . kenyang . harga juga masuk akal .,1
8914,bbq nite nya sangat luar biasa . mulai dari seafood sampai kambing guling . kalau makan di sini coba sambal cobek nya ya . rasanya enak banget,1
23422,pemerintah gila keuntungan pribadi berpikir logika bersikukuh membeli vaksin covid negara kayak raya beli sebap vaksin valid kali korban php vaksin hemmmm mm sok kayak,-1
23189,peduli politician anwarkau abahkau atukkau apekkau korang je menyusahkan rakyat berenti kejap mainan korang covid takde vaksin deh merata korang sambung berperang,-1
2891,tempat nya ramai banget dan penuh . saya dan kawan-kawan sempat masuk daftar tunggu 45 menit . pedas nya ada beberapa level yang terendah level nol itu menenangka dan yang teratas level 4 itu mematikan cukup unik . bagi saya rasanya biasa aja karena tidak terlalu spesial . minuman nya juga biasa tidak terlalu banyak varian .,-1
7146,dipidanakan saja karena tidak sesuai dengan pancasila dan norma agama . musnahkan lgbt dari bumi indonesia,-1
5508,"selalu mampir ke padma resto setiap ke bandung baik bersama suami atau keluarga besar . pemandangan yang sangat indah bikin betah santai di resto . rasa makanan minuman juga enak . pelayan nya ramah . bikin selalu ingin datang kembali . kebetulan juga sering menginap di sini , hotel nya bersih dan pemandangan dari kamar hotel bagus .",1
1783,"saya dan keluarga seringkali wisata kuliner . salah satu tempat fav saya adalah 90 gourmet bandung . makanan nya sangat bervariasi mulai dari masakan jepang , makanan barat , korea juga kue-kue pastry plus ada pizza yang krispy setelah . semuanya bisa bikin perut kita kenyang terpuaskan . soal harga seh ya hampir sama saja dengan restoran lainnya . tapi soal rasa dan kualitas tidak pernah mengecewakan malah suka bikin kangen .",1
340,"lebih untung beli ori014 di bni , cashback 0,2 % untuk dana freshfund amp ; 0,05 % untuk non freshfund .",1
12784,aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok ,-1
4674,jangan tertipu pencitraan pak jokowi dengan tidak mau tanda tangan uu md3,-1
